filename,reference,title
gdextension_docs_system.rst,doc_gdextension_docs_system,GDExtension documentation system
gdextension_c_example.rst,doc_gdextension_c_example,GDExtension C example
index.rst,,Debug
the_profiler.rst,doc_the_profiler,The Profiler
output_panel.rst,doc_output_panel,Output panel
debugger_panel.rst,doc_debugger_panel,Debugger panel
overview_of_debugging_tools.rst,doc_overview_of_debugging_tools,Overview of debugging tools
custom_performance_monitors.rst,doc_custom_performance_monitors,Custom performance monitors
index.rst,,Plugins
running_code_in_the_editor.rst,doc_running_code_in_the_editor,Running code in the editor
index.rst,,Editor plugins
visual_shader_plugins.rst,doc_visual_shader_plugins,Visual Shader plugins
inspector_plugins.rst,doc_inspector_plugins,Inspector plugins
3d_gizmos.rst,doc_3d_gizmo_plugins,3D gizmo plugins
making_plugins.rst,doc_making_plugins,Making plugins
installing_plugins.rst,doc_installing_plugins,Installing plugins
import_plugins.rst,doc_import_plugins,Import plugins
making_main_screen_plugins.rst,doc_making_main_screen_plugins,Making main screen plugins
index.rst,,Networking
websocket.rst,doc_websocket,WebSocket
webrtc.rst,doc_webrtc,WebRTC
ssl_certificates.rst,doc_ssl_certificates,TLS/SSL certificates
high_level_multiplayer.rst,doc_high_level_multiplayer,High-level multiplayer
http_request_class.rst,doc_http_request_class,Making HTTP requests
http_client_class.rst,doc_http_client_class,HTTP client class
index.rst,,Platform-specific
consoles.rst,doc_consoles,Console support in Godot
index.rst,doc_platform_web,Web
customizing_html5_shell.rst,doc_customizing_html5_shell,Custom HTML page for Web export
html5_shell_classref.rst,doc_html5_shell_classref,HTML5 shell class reference
javascript_bridge.rst,doc_web_javascript_bridge,The JavaScriptBridge singleton
index.rst,,iOS plugins
ios_plugin.rst,doc_ios_plugin,Creating iOS plugins
plugins_for_ios.rst,doc_plugins_for_ios,Plugins for iOS
index.rst,,Android
android_library.rst,doc_android_library,Godot Android library
android_plugin.rst,doc_android_plugin,Godot Android plugins
android_in_app_purchases.rst,doc_android_in_app_purchases,Android in-app purchases
index.rst,,File and data I/O
saving_games.rst,doc_saving_games,Saving games
runtime_file_loading_and_saving.rst,doc_runtime_loading_and_saving,Runtime file loading and saving
background_loading.rst,doc_background_loading,Background loading
data_paths.rst,doc_data_paths,File paths in Godot projects
binary_serialization_api.rst,doc_binary_serialization_api,Binary serialization API
navigation_different_actor_types.rst,doc_navigation_different_actor_types,Support different actor types
index.rst,,Navigation
navigation_optimizing_performance.rst,doc_navigation_optimizing_performance,Optimizing Navigation Performance
navigation_different_actor_area_access.rst,doc_navigation_different_actor_area_access,Support different actor area access
navigation_connecting_navmesh.rst,doc_navigation_connecting_navmesh,Connecting navigation meshes
navigation_different_actor_locomotion.rst,doc_navigation_different_actor_locomotion,Support different actor locomotion
navigation_using_navigationservers.rst,doc_navigation_using_navigationservers,Using NavigationServer
navigation_using_navigationmeshes.rst,doc_navigation_using_navigationmeshes,Using navigation meshes
navigation_using_navigationlinks.rst,doc_navigation_using_navigationlinks,Using NavigationLinks
navigation_using_navigationregions.rst,doc_navigation_using_navigationregions,Using NavigationRegions
navigation_using_navigationlayers.rst,doc_navigation_advanced_using_navigationlayers,Using NavigationLayers
navigation_using_navigationpaths.rst,doc_navigation_using_navigationpaths,Using NavigationPaths
navigation_using_navigationmaps.rst,doc_navigation_using_navigationmaps,Using NavigationMaps
navigation_debug_tools.rst,doc_navigation_debug_tools,Navigation debug tools
navigation_introduction_2d.rst,doc_navigation_overview_2d,2D navigation overview
navigation_introduction_3d.rst,doc_navigation_overview_3d,3D navigation overview
navigation_using_navigationpathqueryobjects.rst,doc_navigation_using_navigationpathqueryobjects,Using NavigationPathQueryObjects
navigation_using_navigationagents.rst,doc_navigation_using_navigationagents,Using NavigationAgents
navigation_using_navigationobstacles.rst,doc_navigation_using_navigationobstacles,Using NavigationObstacles
animation_tree.rst,doc_animation_tree,Using AnimationTree
playing_videos.rst,doc_playing_videos,Playing videos
index.rst,,Animation
creating_movies.rst,doc_creating_movies,Creating movies
cutout_animation.rst,doc_cutout_animation,Cutout animation
introduction.rst,doc_introduction_animation,Introduction to the animation features
2d_skeletons.rst,doc_2d_skeletons,2D skeletons
animation_track_types.rst,doc_animation_track_types,Animation Track types
xr_full_screen_effects.rst,doc_xr_full_screen_effects,XR full screen effects
index.rst,,XR
setting_up_xr.rst,doc_setting_up_xr,Setting up XR
deploying_to_android.rst,doc_deploying_to_android,Deploying to Android
ar_passthrough.rst,doc_openxr_passthrough,AR / Passthrough
openxr_body_tracking.rst,doc_openxr_body_tracking,OpenXR body tracking
openxr_settings.rst,doc_openxr_settings,OpenXR Settings
xr_action_map.rst,doc_xr_action_map,The XR action map
openxr_hand_tracking.rst,doc_openxr_hand_tracking,OpenXR hand tracking
openxr_composition_layers.rst,doc_openxr_composition_layers,OpenXR composition layers
introducing_xr_tools.rst,doc_introducing_xr_tools,Introducing XR tools
basic_xr_locomotion.rst,doc_basic_xr_locomotion,Basic XR Locomotion
xr_next_steps.rst,doc_xr_next_steps,Where to go from here
xr_room_scale.rst,doc_xr_room_scale,Room scale in XR
a_better_xr_start_script.rst,doc_a_better_xr_start_script,A better XR start script
index.rst,,Math
vectors_advanced.rst,doc_vectors_advanced,Advanced vector math
interpolation.rst,doc_interpolation,Interpolation
beziers_and_curves.rst,doc_beziers_and_curves,"Beziers, curves and paths"
vector_math.rst,doc_vector_math,Vector math
random_number_generation.rst,doc_random_number_generation,Random number generation
matrices_and_transforms.rst,doc_matrices_and_transforms,Matrices and transforms
retargeting_3d_skeletons.rst,doc_retargeting_3d_skeletons,Retargeting 3D Skeletons
index.rst,,Assets pipeline
importing_translations.rst,doc_importing_translations,Importing translations
import_process.rst,doc_import_process,Import process
importing_audio_samples.rst,doc_importing_audio_samples,Importing audio samples
importing_images.rst,doc_importing_images,Importing images
exporting_3d_scenes.rst,doc_exporting_3d_scenes,Exporting 3D scenes
index.rst,doc_importing_3d_scenes,Importing 3D scenes
node_type_customization.rst,doc_importing_3d_scenes_node_type_customization,Node type customization using name suffixes
available_formats.rst,doc_importing_3d_scenes_available_formats,Available 3D formats
import_configuration.rst,doc_importing_3d_scenes_import_configuration,Import configuration
model_export_considerations.rst,doc_importing_3d_scenes_model_export_considerations,Model export considerations
index.rst,,Blender ESCN exporter
index.rst,,Audio
audio_effects.rst,doc_audio_effects,Audio effects
sync_with_audio.rst,doc_sync_with_audio,Sync the gameplay with audio and music
recording_with_microphone.rst,doc_recording_with_microphone,Recording with microphone
audio_streams.rst,doc_audio_streams,Audio streams
audio_buses.rst,doc_audio_buses,Audio buses
text_to_speech.rst,doc_text_to_speech,Text to speech
index.rst,,Shaders
using_viewport_as_texture.rst,doc_viewport_as_texture,Using a SubViewport as a texture
introduction_to_shaders.rst,doc_introduction_to_shaders,Introduction to shaders
compute_shaders.rst,doc_compute_shaders,Using compute shaders
advanced_postprocessing.rst,doc_advanced_postprocessing,Advanced post-processing
custom_postprocessing.rst,doc_custom_postprocessing,Custom post-processing
shaders_style_guide.rst,doc_shaders_style_guide,Shaders style guide
screen-reading_shaders.rst,doc_screen-reading_shaders,Screen-reading shaders
converting_glsl_to_godot_shaders.rst,doc_converting_glsl_to_godot_shaders,Converting GLSL to Godot shaders
making_trees.rst,doc_making_trees,Making trees
visual_shaders.rst,doc_visual_shaders,Using VisualShaders
your_second_3d_shader.rst,doc_your_second_spatial_shader,Your second 3D shader
index.rst,,Your first shader
your_first_2d_shader.rst,doc_your_first_canvasitem_shader,Your first 2D shader
your_first_3d_shader.rst,doc_your_first_spatial_shader,Your first 3D shader
index.rst,doc_shading_reference,Shading reference
canvas_item_shader.rst,doc_canvas_item_shader,CanvasItem shaders
spatial_shader.rst,doc_spatial_shader,Spatial shaders
particle_shader.rst,doc_particle_shader,Particle shaders
fog_shader.rst,doc_fog_shader,Fog shaders
sky_shader.rst,doc_sky_shader,Sky shaders
shader_functions.rst,doc_shader_functions,Built-in functions
shading_language.rst,doc_shading_language,Shading language
shader_preprocessor.rst,doc_shader_preprocessor,Shader preprocessor
index.rst,,Rendering
compositor.rst,doc_compositor,The Compositor
jitter_stutter.rst,doc_jitter_stutter,"Fixing jitter, stutter and input lag"
renderers.rst,doc_renderers,Renderers
viewports.rst,doc_viewports,Using Viewports
multiple_resolutions.rst,doc_multiple_resolutions,Multiple resolutions
large_world_coordinates.rst,doc_large_world_coordinates,Large world coordinates
index.rst,doc_physics_index,Physics
ragdoll_system.rst,doc_ragdoll_system,Ragdoll system
troubleshooting_physics_issues.rst,doc_troubleshooting_physics_issues,Troubleshooting physics issues
ray-casting.rst,doc_ray-casting,Ray-casting
kinematic_character_2d.rst,doc_kinematic_character_2d,Kinematic character (2D)
soft_body.rst,doc_soft_body,Using SoftBody
using_jolt_physics.rst,doc_using_jolt_physics,Using Jolt Physics
rigid_body.rst,doc_rigid_body,Using RigidBody
collision_shapes_2d.rst,doc_collision_shapes_2d,Collision shapes (2D)
physics_introduction.rst,doc_physics_introduction,Physics introduction
using_area_2d.rst,doc_using_area_2d,Using Area2D
collision_shapes_3d.rst,doc_collision_shapes_3d,Collision shapes (3D)
using_character_body_2d.rst,doc_using_character_body_2d,Using CharacterBody2D/3D
index.rst,doc_physics_interpolation,Physics Interpolation
advanced_physics_interpolation.rst,doc_advanced_physics_interpolation,Advanced physics interpolation
2d_and_3d_physics_interpolation.rst,doc_2d_and_3d_physics_interpolation,2D and 3D physics interpolation
physics_interpolation_quick_start_guide.rst,doc_physics_interpolation_quick_start_guide,Quick start guide
physics_interpolation_introduction.rst,doc_physics_interpolation_introduction,Introduction
using_physics_interpolation.rst,doc_using_physics_interpolation,Using physics interpolation
index.rst,,Best practices
what_are_godot_classes.rst,doc_what_are_godot_classes,Applying object-oriented principles in Godot
scene_organization.rst,doc_scene_organization,Scene organization
node_alternatives.rst,doc_node_alternatives,When and how to avoid using nodes for everything
data_preferences.rst,doc_data_preferences,Data preferences
scenes_versus_scripts.rst,doc_scenes_versus_scripts,When to use scenes versus scripts
logic_preferences.rst,doc_logic_preferences,Logic preferences
godot_notifications.rst,doc_godot_notifications,Godot notifications
autoloads_versus_internal_nodes.rst,doc_autoloads_versus_internal_nodes,Autoloads versus regular nodes
godot_interfaces.rst,doc_godot_interfaces,Godot interfaces
project_organization.rst,doc_project_organization,Project organization
introduction_best_practices.rst,doc_introduction_best_practices,Introduction
version_control_systems.rst,doc_version_control_systems,Version control systems
index.rst,doc_export_index,Export
exporting_for_windows.rst,doc_exporting_for_windows,Exporting for Windows
exporting_for_dedicated_servers.rst,doc_exporting_for_dedicated_servers,Exporting for dedicated servers
exporting_pcks.rst,doc_exporting_pcks,"Exporting packs, patches, and mods"
changing_application_icon_for_windows.rst,doc_changing_application_icon_for_windows,Changing application icon for Windows
exporting_for_macos.rst,doc_exporting_for_macos,Exporting for macOS
one-click_deploy.rst,doc_one-click_deploy,One-click deploy
exporting_for_linux.rst,doc_exporting_for_linux,Exporting for Linux
exporting_for_web.rst,doc_exporting_for_web,Exporting for the Web
feature_tags.rst,doc_feature_tags,Feature tags
exporting_for_ios.rst,doc_exporting_for_ios,Exporting for iOS
running_on_macos.rst,doc_running_on_macos,Running Godot apps on macOS
exporting_for_android.rst,doc_exporting_for_android,Exporting for Android
exporting_projects.rst,doc_exporting_projects,Exporting projects
android_gradle_build.rst,doc_android_gradle_build,Gradle builds for Android
index.rst,doc_performance,Performance
pipeline_compilations.rst,doc_pipeline_compilations,Reducing stutter from shader (pipeline) compilations
gpu_optimization.rst,doc_gpu_optimization,GPU optimization
general_optimization.rst,doc_general_optimization,General optimization tips
using_servers.rst,doc_using_servers,Optimization using Servers
optimizing_3d_performance.rst,doc_optimizing_3d_performance,Optimizing 3D performance
using_multiple_threads.rst,doc_using_multiple_threads,Using multiple threads
cpu_optimization.rst,doc_cpu_optimization,CPU optimization
using_multimesh.rst,doc_using_multimesh,Optimization using MultiMeshes
thread_safe_apis.rst,doc_thread_safe_apis,Thread-safe APIs
controlling_thousands_of_fish.rst,doc_controlling_thousands_of_fish,Controlling thousands of fish with Particles
index.rst,,Animating thousands of objects
animating_thousands_of_fish.rst,doc_animating_thousands_of_fish,Animating thousands of fish with MultiMeshInstance3D
index.rst,,Internationalization
pseudolocalization.rst,doc_pseudolocalization,Pseudolocalization
locales.rst,doc_locales,Locale codes
internationalizing_games.rst,doc_internationalizing_games,Internationalizing games
localization_using_gettext.rst,doc_localization_using_gettext,Localization using gettext
index.rst,,2D
2d_meshes.rst,doc_2d_meshes,2D meshes
2d_lights_and_shadows.rst,doc_2d_lights_and_shadows,2D lights and shadows
using_tilemaps.rst,doc_using_tilemaps,Using TileMaps
2d_sprite_animation.rst,doc_2d_sprite_animation,2D sprite animation
introduction_to_2d.rst,doc_introduction_to_2d,Introduction to 2D
2d_transforms.rst,doc_viewport_and_canvas_transforms,Viewport and canvas transforms
custom_drawing_in_2d.rst,doc_custom_drawing_in_2d,Custom drawing in 2D
canvas_layers.rst,doc_canvas_layers,Canvas layers
particle_process_material_2d.rst,doc_particle_process_material_2d,ParticleProcessMaterial 2D Usage
2d_antialiasing.rst,doc_2d_antialiasing,2D antialiasing
2d_movement.rst,doc_2d_movement,2D movement overview
using_tilesets.rst,doc_using_tilesets,Using TileSets
particle_systems_2d.rst,doc_particle_systems_2d,2D particle systems
2d_parallax.rst,doc_2d_parallax,2D Parallax
index.rst,doc_editor_introduction,Editor introduction
using_the_android_editor.rst,doc_using_the_android_editor,Using the Android editor
using_the_xr_editor.rst,doc_using_the_xr_editor,Using the XR editor
default_key_mapping.rst,doc_default_key_mapping,Default editor shortcuts
project_settings.rst,doc_project_settings,Project Settings
managing_editor_features.rst,doc_managing_editor_features,Managing editor features
external_editor.rst,doc_external_editor,Using an external text editor
inspector_dock.rst,doc_editor_inspector_dock,The Inspector
project_manager.rst,doc_project_manager,Using the Project Manager
customizing_editor.rst,doc_customizing_editor,Customizing the interface
script_editor.rst,doc_script_editor,Script Editor
command_line_tutorial.rst,doc_command_line_tutorial,Command line tutorial
using_the_web_editor.rst,doc_using_the_web_editor,Using the Web editor
controllers_gamepads_joysticks.rst,doc_controllers_gamepads_joysticks,"Controllers, gamepads, and joysticks"
index.rst,,Input handling
mouse_and_input_coordinates.rst,doc_mouse_and_input_coordinates,Mouse and input coordinates
handling_quit_requests.rst,doc_handling_quit_requests,Handling quit requests
inputevent.rst,doc_inputevent,Using InputEvent
input_examples.rst,doc_input_examples,Input examples
custom_mouse_cursor.rst,doc_custom_mouse_cursor,Customizing the mouse cursor
channels.rst,doc_community_channels,Community channels
tutorials.rst,doc_community_tutorials,Tutorials and resources
index.rst,,Asset Library
what_is_assetlib.rst,doc_what_is_assetlib,About the Asset Library
using_assetlib.rst,doc_using_assetlib,Using the Asset Library
submitting_to_assetlib.rst,doc_submitting_to_assetlib,Submitting to the Asset Library
learn_to_code_with_gdscript.rst,doc_learn_to_code_with_gdscript,Learn to code with GDScript
index.rst,doc_getting_started_intro,Introduction
learning_new_features.rst,doc_learning_new_features,Learning new features
first_look_at_the_editor.rst,doc_intro_to_the_editor_interface,First look at Godot's interface
introduction_to_godot.rst,doc_introduction_to_godot,Introduction to Godot
key_concepts_overview.rst,doc_key_concepts_overview,Overview of Godot's key concepts
godot_design_philosophy.rst,doc_godot_design_philosophy,Godot's design philosophy
index.rst,doc_your_first_2d_game,Your first 2D game
03.coding_the_player.rst,doc_your_first_2d_game_coding_the_player,Coding the player
06.heads_up_display.rst,doc_your_first_2d_game_heads_up_display,Heads up display
02.player_scene.rst,doc_your_first_2d_game_player_scene,Creating the player scene
04.creating_the_enemy.rst,doc_your_first_2d_game_creating_the_enemy,Creating the enemy
05.the_main_game_scene.rst,doc_your_first_2d_game_the_main_game_scene,The main game scene
07.finishing-up.rst,doc_your_first_2d_game_finishing_up,Finishing up
01.project_setup.rst,doc_your_first_2d_game_project_setup,Setting up the project
index.rst,doc_your_first_3d_game,Your first 3D game
05.spawning_mobs.rst,doc_first_3d_game_spawning_monsters,Spawning monsters
going_further.rst,doc_first_3d_game_going_further,Going further
02.player_input.rst,doc_first_3d_game_player_scene_and_input,Player scene and input actions
07.killing_player.rst,doc_first_3d_game_killing_the_player,Killing the player
08.score_and_replay.rst,doc_first_3d_game_score_and_replay,Score and replay
03.player_movement_code.rst,doc_first_3d_game_player_movement,Moving the player with code
01.game_setup.rst,doc_first_3d_game_game_area,Setting up the game area
04.mob_scene.rst,doc_first_3d_game_designing_the_mob_scene,Designing the mob scene
06.jump_and_squash.rst,doc_first_3d_game_jumping_and_squashing_monsters,Jumping and squashing monsters
09.adding_animations.rst,doc_first_3d_game_character_animation,Character animation
index.rst,doc_step_by_step,Step by step
signals.rst,doc_signals,Using signals
scripting_languages.rst,doc_scripting,Scripting languages
scripting_player_input.rst,doc_scripting_player_input,Listening to player input
instancing.rst,doc_instancing,Creating instances
scripting_first_script.rst,doc_scripting_first_script,Creating your first script
nodes_and_scenes.rst,doc_nodes_and_scenes,Nodes and Scenes
